,SPX Index,TSLA US Equity,AAPL US Equity,NKE US Equity,AMZN US Equity,WMT US Equity,KO US Equity,XAU Curncy,CL1 Comdty,USGG10YR Index,USGG2YR Index
9 Apr 2018,2613.16,57.932,42.513,67.18,70.304,86.28,43.83,1336.35,63.42,2.779,2.2783
10 Apr 2018,2656.87,60.94,43.313,67,71.811,86.45,43.99,1339.64,65.51,2.8009,2.3069
11 Apr 2018,2642.19,60.186,43.11,66.83,71.352,85.91,43.99,1353.38,66.82,2.7808,2.307
12 Apr 2018,2663.99,58.816,43.535,67.77,72.425,85.43,44.03,1334.94,67.07,2.8358,2.348
13 Apr 2018,2656.3,60.068,43.683,67.25,71.54,86.02,44.51,1346.2,67.39,2.8267,2.3566
16 Apr 2018,2677.84,58.242,43.955,67.06,72.075,86.84,44.68,1345.93,66.22,2.8267,2.3773
17 Apr 2018,2706.39,57.538,44.56,67.51,75.191,87.9,44.88,1347.52,66.52,2.8285,2.394
18 Apr 2018,2708.64,58.67,44.46,66.2,76.392,87.57,44.51,1349.41,68.47,2.8728,2.4293
19 Apr 2018,2693.13,60.016,43.2,65.73,77.846,87.89,44.31,1345.53,68.29,2.9098,2.4275
20 Apr 2018,2670.14,58.048,41.43,66.09,76.375,86.98,43.74,1336.36,68.38,2.9602,2.4573
23 Apr 2018,2670.29,56.674,41.31,66.88,75.893,86.1,43.98,1324.83,68.64,2.9752,2.4764
24 Apr 2018,2634.56,56.692,40.735,66.97,73.005,86.53,43.07,1330.35,67.7,2.9995,2.4746
25 Apr 2018,2639.4,56.138,40.913,66.67,73.009,87.17,42.43,1323.13,68.05,3.0259,2.4878
26 Apr 2018,2666.94,57.096,41.055,68.05,75.898,87.94,42.75,1316.8,68.19,2.9809,2.4817
27 Apr 2018,2669.91,58.815,40.58,69.56,78.631,87.29,43.31,1324,68.1,2.9568,2.4838
30 Apr 2018,2648.05,58.78,41.315,68.39,78.307,88.46,43.21,1315.39,68.57,2.9531,2.4879
1 May 2018,2654.8,59.984,42.275,68.1,79.113,87.41,42.59,1303.85,67.25,2.9644,2.5042
2 May 2018,2635.67,60.23,44.143,68.26,78.484,86.34,42.06,1304.96,67.93,2.9663,2.4882
3 May 2018,2629.73,56.89,44.223,66.9,78.604,86.23,41.89,1312.06,68.43,2.9458,2.4762
4 May 2018,2663.42,58.818,45.958,68.1,79.048,87.53,42.36,1314.5,69.72,2.9497,2.4969
7 May 2018,2672.63,60.554,46.29,69.34,80.007,85.47,42.14,1314.21,70.73,2.9497,2.497
8 May 2018,2671.92,60.394,46.513,68.46,79.62,85.74,41.81,1314.63,69.06,2.976,2.5094
9 May 2018,2697.79,61.37,46.84,67.95,80.4,83.06,41.78,1312.72,71.14,3.0042,2.53
10 May 2018,2723.07,61.004,47.51,67.92,80.454,82.69,42.18,1321.6,71.36,2.9622,2.5302
11 May 2018,2727.72,60.212,47.148,68.43,80.146,83.38,42.14,1319.3,70.7,2.9695,2.5349
14 May 2018,2730.13,58.394,47.038,68.84,80.077,84.39,42.04,1313.5,70.96,3.0024,2.5475
15 May 2018,2711.45,56.836,46.61,69.5,78.806,84.52,41.72,1290.53,71.31,3.0723,2.5745
16 May 2018,2722.46,57.296,47.045,71.34,79.364,86.13,41.55,1290.73,71.49,3.0964,2.5851
17 May 2018,2720.13,56.908,46.748,70.94,79.088,84.49,42.3,1290.79,71.49,3.1112,2.5647
18 May 2018,2712.97,55.364,46.578,71.32,78.718,83.64,42.18,1293.04,71.28,3.0559,2.5467
21 May 2018,2733.01,56.898,46.908,71.38,79.273,84.51,42.41,1292.6,72.24,3.0596,2.5656
22 May 2018,2724.44,55.002,46.79,71.31,79.07,83.37,42.25,1291.14,72.13,3.0597,2.568
23 May 2018,2733.29,55.814,47.09,71.34,80.093,83.01,42.4,1293.41,71.84,2.9935,2.5282
24 May 2018,2727.76,55.57,47.038,72.18,80.154,82.85,42.32,1304.63,70.71,2.977,2.5081
25 May 2018,2721.33,55.77,47.145,72.25,80.508,82.46,42.4,1302.25,67.88,2.9313,2.4758
28 May 2018,2721.33,55.77,47.145,72.25,80.508,82.46,42.4,1299.04,67.88,2.9313,2.4758
29 May 2018,2689.86,56.752,46.975,70.92,80.643,82.4,42.68,1298.77,66.73,2.781,2.3191
30 May 2018,2724.01,58.344,46.875,72.23,81.245,84.12,43.13,1301.38,68.21,2.855,2.4115
31 May 2018,2705.27,56.946,46.718,71.8,81.481,82.54,43,1298.51,67.04,2.8586,2.4274
1 Jun 2018,2734.62,58.364,47.56,72.76,82.077,82.99,43.12,1293.4,65.81,2.9022,2.4716
4 Jun 2018,2746.87,59.348,47.958,73.83,83.264,85.42,43.49,1292.02,64.75,2.9424,2.5161
5 Jun 2018,2748.8,58.226,48.328,74.05,84.818,84.62,43.11,1296.4,65.52,2.9277,2.4918
6 Jun 2018,2772.35,63.9,48.495,74.75,84.788,84.56,43.46,1296.4,64.73,2.9717,2.5161
7 Jun 2018,2770.37,63.218,48.365,74.76,84.465,84.95,43.44,1297.18,65.95,2.9204,2.4876
8 Jun 2018,2779.03,63.532,47.925,74.9,84.2,84.36,43.95,1298.17,65.74,2.9461,2.4977
11 Jun 2018,2782,66.42,47.808,74.59,84.456,84.3,44.13,1300.49,66.1,2.9516,2.5202
12 Jun 2018,2786.85,68.554,48.07,74.29,84.938,84.1,44.41,1295.97,66.36,2.9608,2.5387
13 Jun 2018,2775.63,68.956,47.675,74.11,85.243,84.09,44.18,1299.31,66.64,2.9663,2.5675
14 Jun 2018,2782.49,71.544,47.7,74.7,86.193,83.79,43.58,1302.25,66.89,2.9351,2.5635
15 Jun 2018,2779.66,71.634,47.21,75.84,85.799,83.7,44.12,1278.94,65.06,2.9205,2.5471
18 Jun 2018,2773.75,74.166,47.185,75.61,86.19,83,43.55,1278.32,65.85,2.9169,2.5492
19 Jun 2018,2762.59,70.51,46.423,74.26,86.739,83.61,43.6,1274.66,65.07,2.8967,2.5452
20 Jun 2018,2767.32,72.444,46.625,74.72,87.504,83.61,43.26,1267.86,66.22,2.9389,2.5659
21 Jun 2018,2749.76,69.502,46.365,73.94,86.511,84.21,43.09,1267.19,65.54,2.8967,2.5369
22 Jun 2018,2754.88,66.726,46.23,73.43,85.784,84.82,43.25,1270.56,68.58,2.8949,2.5412
25 Jun 2018,2717.07,66.602,45.543,72.35,83.158,86.47,43.58,1265.64,68.08,2.8803,2.5329
26 Jun 2018,2723.06,68.4,46.108,72.56,84.554,85.98,43.33,1259.04,70.53,2.8766,2.5329
27 Jun 2018,2699.63,68.9,46.04,71.35,83.026,86.89,43.07,1252.35,72.76,2.8256,2.504
28 Jun 2018,2716.31,69.986,46.375,71.7,85.073,85.86,43.47,1248.25,73.45,2.8365,2.5101
29 Jun 2018,2718.37,68.59,46.278,79.68,84.99,85.65,43.86,1252.6,74.15,2.8601,2.5282
2 Jul 2018,2726.71,67.014,46.795,78.35,85.689,84,43.75,1242.04,73.94,2.8711,2.5485
3 Jul 2018,2713.22,62.172,45.98,76.28,84.698,84.44,43.99,1252.73,74.14,2.8309,2.5242
4 Jul 2018,2713.22,62.172,45.98,76.28,84.698,84.44,43.99,1254.99,74.14,2.8309,2.5242
5 Jul 2018,2736.61,61.832,46.35,76.55,84.987,84.57,44.66,1257.91,72.94,2.8291,2.5507
6 Jul 2018,2759.82,61.78,46.993,76.48,85.532,84.51,44.64,1255.48,73.8,2.8217,2.5365
9 Jul 2018,2784.17,63.702,47.645,77.28,86.951,85.93,44.4,1257.68,73.85,2.8564,2.559
10 Jul 2018,2793.84,64.494,47.588,77.57,87.154,87.21,44.97,1255.54,74.11,2.8491,2.5693
11 Jul 2018,2774.02,63.792,46.97,77.36,87.75,86.53,44.79,1241.96,70.38,2.8491,2.5776
12 Jul 2018,2798.29,63.342,47.758,77.37,89.831,86.52,44.67,1247.39,70.33,2.8454,2.5859
13 Jul 2018,2801.31,63.774,47.833,77.38,90.652,87.7,44.74,1244.32,71.01,2.8271,2.578
16 Jul 2018,2798.43,62.02,47.728,77.75,91.125,87.64,44.73,1240.93,68.06,2.8582,2.5966
17 Jul 2018,2809.55,64.538,47.863,77.47,92.197,88.19,45.25,1227.54,68.08,2.86,2.6154
18 Jul 2018,2815.62,64.77,47.6,76.59,92.146,88.07,45.12,1227.51,68.76,2.8692,2.6093
19 Jul 2018,2804.49,64.046,47.97,76.95,90.649,87.72,45.11,1222.97,69.46,2.838,2.5907
20 Jul 2018,2801.83,62.716,47.86,76.96,90.685,88.06,45.28,1229.53,70.46,2.8931,2.5931
23 Jul 2018,2806.98,60.64,47.903,76.59,90.1,87.63,44.95,1224.5,67.89,2.9541,2.6287
24 Jul 2018,2820.4,59.486,48.25,75.53,91.462,87.96,45.26,1224.52,68.52,2.9486,2.6331
25 Jul 2018,2846.07,61.748,48.705,77.16,93.181,87.9,46.09,1231.63,69.3,2.9746,2.6694
26 Jul 2018,2837.44,61.33,48.553,78.15,90.4,88.23,46.24,1222.69,69.61,2.9764,2.6815
27 Jul 2018,2818.82,59.436,47.745,76.89,90.864,88.13,46.21,1224.22,68.69,2.9542,2.6694
30 Jul 2018,2802.6,58.034,47.478,75.96,88.961,88.88,46.23,1221.45,70.13,2.9728,2.6613
31 Jul 2018,2816.29,59.628,47.573,76.91,88.872,89.23,46.63,1224.15,68.76,2.9598,2.6694
1 Aug 2018,2813.36,60.168,50.375,77.54,89.859,88.24,46.39,1215.96,67.66,3.0064,2.6776
2 Aug 2018,2827.22,69.908,51.848,78.65,91.717,88.76,46.18,1207.83,68.96,2.9859,2.6634
3 Aug 2018,2840.35,69.634,51.998,78.74,91.165,89.6,46.62,1214.9,68.49,2.9488,2.6432
6 Aug 2018,2850.4,68.398,52.268,79.51,92.388,89.67,46.65,1207.64,69.01,2.9395,2.6452
7 Aug 2018,2858.45,75.914,51.778,80.53,93.124,89.77,46.5,1210.97,69.17,2.973,2.6697
8 Aug 2018,2857.7,74.068,51.813,80.5,94.326,90.05,46.15,1213.88,66.94,2.96,2.6677
9 Aug 2018,2853.58,70.49,52.22,81.26,94.926,89.01,46.35,1212.47,66.81,2.9258,2.6452
10 Aug 2018,2833.28,71.098,51.883,80.73,94.315,90.18,46.08,1210.57,67.63,2.8732,2.6042
13 Aug 2018,2821.93,71.282,52.218,80.15,94.81,89.64,45.83,1193.5,67.2,2.8786,2.6124
14 Aug 2018,2839.96,69.528,52.438,80.14,95.983,90.85,45.89,1194.09,67.04,2.8985,2.637
15 Aug 2018,2818.37,67.738,52.56,79.57,94.131,90.22,46.08,1174.85,65.01,2.8623,2.6082
16 Aug 2018,2840.69,67.09,53.33,80.05,94.326,98.64,46.22,1174.16,65.46,2.8659,2.6164
17 Aug 2018,2850.13,61.1,54.395,79.75,94.111,97.85,46.6,1184.25,65.91,2.8605,2.6059
20 Aug 2018,2857.05,61.688,53.865,82.18,93.836,96,46.73,1190.48,66.43,2.819,2.5851
21 Aug 2018,2862.96,64.38,53.76,82.95,94.171,96.08,46.22,1195.99,67.35,2.8298,2.5954
22 Aug 2018,2861.82,64.328,53.763,82.64,95.245,95.67,45.93,1195.8,67.86,2.8189,2.5912
23 Aug 2018,2856.98,64.02,53.873,82.91,95.145,95.18,45.7,1185.56,67.83,2.8261,2.6162
24 Aug 2018,2874.69,64.564,54.04,82.45,95.27,94.95,45.63,1205.35,68.72,2.8098,2.6202
27 Aug 2018,2896.74,63.854,54.485,82.65,96.384,94.54,45.69,1211.38,68.87,2.8459,2.6412
28 Aug 2018,2897.52,62.372,54.925,82.58,96.641,96.07,45.37,1201,68.53,2.8804,2.6654
29 Aug 2018,2914.04,61.002,55.745,82.79,99.905,95.64,45.33,1206.6,69.51,2.884,2.6755
30 Aug 2018,2901.13,60.63,56.258,81.4,100.119,96.1,44.95,1199.98,70.25,2.855,2.6492
31 Aug 2018,2901.52,60.332,56.908,82.2,100.636,95.86,44.57,1201.15,69.8,2.8604,2.6269
3 Sep 2018,2901.52,60.332,56.908,82.2,100.636,95.86,44.57,1201.27,69.8,2.8604,2.6269
4 Sep 2018,2896.72,57.79,57.09,79.6,101.976,95.36,44.76,1191.52,69.87,2.8985,2.6533
5 Sep 2018,2888.6,56.148,56.718,79.92,99.741,96.62,45.38,1196.73,68.72,2.9022,2.6493
6 Sep 2018,2878.05,56.19,55.775,80.4,97.916,96.45,45.77,1199.98,67.77,2.8731,2.633
7 Sep 2018,2871.68,52.648,55.325,80.3,97.604,95.83,45.72,1196.93,67.75,2.9388,2.7025
10 Sep 2018,2877.13,57.1,54.583,82.1,96.951,96.9,46.06,1195.88,67.54,2.9314,2.7108
11 Sep 2018,2887.89,55.888,55.963,82.63,99.358,96.64,46.02,1198.59,69.25,2.9755,2.7438
12 Sep 2018,2888.92,58.108,55.268,83,99.5,95.97,46.24,1206.24,70.37,2.9626,2.7481
13 Sep 2018,2904.18,57.892,56.603,83.47,99.494,95.12,45.83,1201.47,68.59,2.97,2.7565
14 Sep 2018,2904.98,59.04,55.96,83.49,98.51,94.59,45.99,1194.85,68.99,2.9959,2.7777
17 Sep 2018,2888.8,58.968,54.47,83.26,95.402,94.82,46.32,1201.46,68.91,2.9867,2.7779
18 Sep 2018,2904.31,56.992,54.56,85.26,97.053,95.43,45.93,1198.36,69.85,3.0551,2.7988
19 Sep 2018,2907.95,59.804,54.593,84.43,96.321,95.24,45.96,1204.04,71.12,3.0626,2.7907
20 Sep 2018,2930.75,59.666,55.008,85.37,97.215,95.75,46.64,1207.18,70.8,3.0626,2.8034
21 Sep 2018,2929.67,59.82,54.415,85.55,95.751,95.9,46.58,1200.04,70.78,3.0628,2.7999
24 Sep 2018,2919.37,59.936,55.198,84.27,96.718,94.92,46.07,1199.03,72.08,3.0889,2.8169
25 Sep 2018,2915.56,60.198,55.548,84.79,98.727,95.1,45.68,1201.22,72.28,3.0964,2.8391
26 Sep 2018,2905.97,61.916,55.105,83.7,98.742,94.59,45.85,1194.44,71.57,3.048,2.8148
27 Sep 2018,2914,61.504,56.238,84.54,100.649,94.13,46.01,1182.83,72.12,3.0518,2.8269
28 Sep 2018,2913.98,52.954,56.435,84.72,100.15,93.91,46.19,1190.88,73.25,3.0612,2.8188
1 Oct 2018,2924.59,62.14,56.815,84.46,100.218,94.4,46.23,1188.99,75.3,3.0836,2.8189
2 Oct 2018,2923.43,60.204,57.32,82.77,98.566,95.15,46.51,1203.32,75.23,3.0631,2.8108
3 Oct 2018,2925.51,58.96,58.018,82.5,97.638,94.07,45.87,1197.35,76.41,3.1813,2.872
4 Oct 2018,2901.61,56.366,56.998,80.18,95.471,94.21,45.85,1199.92,74.33,3.187,2.868
5 Oct 2018,2885.57,52.39,56.073,80.12,94.483,93.31,45.88,1203.63,74.34,3.2328,2.885
8 Oct 2018,2884.43,50.112,55.943,80.23,93.221,94.69,46.48,1188.08,74.29,3.2328,2.885
9 Oct 2018,2880.34,52.56,56.718,80.42,93.516,97.08,46.39,1189.77,74.96,3.2063,2.8851
10 Oct 2018,2785.68,51.376,54.09,74.94,87.763,95.76,45.68,1194.79,73.17,3.1629,2.8421
11 Oct 2018,2728.37,50.446,53.613,74.51,85.968,93.92,44.64,1224.09,70.97,3.1498,2.8484
12 Oct 2018,2767.13,51.756,55.528,75.91,89.431,94.81,44.68,1217.05,71.34,3.1613,2.8528
15 Oct 2018,2750.79,51.918,54.34,74.99,88.048,93.82,44.91,1227.06,71.78,3.1557,2.855
16 Oct 2018,2809.92,55.318,55.538,77.48,90.998,95.81,45.49,1224.95,71.92,3.1633,2.8655
17 Oct 2018,2809.21,54.356,55.298,76.48,91.587,96.56,45.86,1222.29,69.75,3.205,2.8885
18 Oct 2018,2768.78,52.782,54.005,75.6,88.536,96.17,45.61,1225.81,68.65,3.1786,2.8741
19 Oct 2018,2767.78,52,54.828,74.21,88.202,97.15,46.33,1226.49,69.12,3.1921,2.9038
22 Oct 2018,2755.88,52.19,55.163,74.9,89.465,97.14,45.97,1222.1,69.17,3.1978,2.9082
23 Oct 2018,2740.69,58.828,55.683,73.35,88.435,97.8,46.36,1230.3,66.43,3.1676,2.879
24 Oct 2018,2656.1,57.7,53.773,72.12,83.21,97.56,46.73,1233.79,66.82,3.1035,2.8305
25 Oct 2018,2705.57,62.972,54.95,73.1,89.109,99.18,46.51,1232.17,67.33,3.1167,2.8467
26 Oct 2018,2658.69,66.18,54.075,72.07,82.141,98.94,45.92,1233.53,67.59,3.0755,2.8062
29 Oct 2018,2641.25,66.97,53.06,72.19,76.944,99.8,46.46,1229.42,67.04,3.0849,2.8164
30 Oct 2018,2682.63,65.98,53.325,74.51,76.521,102.42,47.63,1222.93,66.18,3.1227,2.8507
31 Oct 2018,2711.74,67.464,54.715,75.04,79.901,100.28,47.88,1214.76,65.31,3.1435,2.8669
1 Nov 2018,2740.37,68.856,55.555,76.79,83.277,100.58,47.74,1233.43,63.69,3.1303,2.8445
2 Nov 2018,2723.06,69.282,51.87,76.58,83.277,101.34,48,1232.89,63.14,3.2121,2.9034
5 Nov 2018,2738.31,68.28,50.398,77.53,81.39,102.91,48.69,1231.49,63.1,3.2008,2.9075
6 Nov 2018,2755.45,68.212,50.943,76.57,82.141,103.33,49.11,1227.19,62.21,3.2276,2.9279
7 Nov 2018,2813.89,69.632,52.488,77.97,87.775,104.32,49.37,1226.49,61.67,3.2355,2.9567
8 Nov 2018,2806.83,70.28,52.123,77.78,87.746,104.88,49.33,1224,60.67,3.2373,2.965
9 Nov 2018,2781.01,70.102,51.118,76.36,85.622,105.56,49.68,1209.65,60.19,3.1819,2.9241
12 Nov 2018,2726.22,66.256,48.543,75.1,81.843,103.87,49.87,1200.37,59.93,3.1819,2.9241
13 Nov 2018,2722.18,67.746,48.058,75.2,81.559,102.94,49.86,1202.23,55.69,3.1397,2.8911
14 Nov 2018,2701.58,68.8,46.7,75.2,79.951,101.53,49.76,1210.88,56.25,3.125,2.8663
15 Nov 2018,2730.2,69.688,47.853,74.33,80.972,99.54,49.74,1213.36,56.46,3.1103,2.8539
16 Nov 2018,2736.27,70.862,48.383,74.74,79.671,97.69,50.17,1223.36,56.46,3.0628,2.7998
19 Nov 2018,2690.73,70.694,46.465,72.52,75.614,96.78,50.51,1224.17,56.76,3.0628,2.7893
20 Nov 2018,2641.89,69.498,44.245,71.12,74.773,94.16,49.38,1221.66,53.43,3.0628,2.8037
